"","player_api_id","player_name","no_of_appearences","overall_rating","gk_rating","no_of_leagues"
"8462",406505,"Pawel Dawidowicz",21,65,50,1
"8463",36641,"Pawel Golanski",111,70,61,1
"8464",480964,"Pawel Jaroszynski",27,60,55,1
"8465",13345,"Pawel Kieszek",143,75,374,2
"8466",465797,"Pawel Moskwik",6,62,55,1
"8467",275765,"Pawel Oleksy",58,64,65,1
"8468",212377,"Pawel Olkowski",101,75,63,2
"8469",13327,"Pawel Sasin",25,64,125,1
"8470",69258,"Pawel Sobolewski",132,68,140,1
"8471",385273,"Pawel Stolarski",9,63,53,1
"8472",13513,"Pawel Strak",40,70,87,1
"8473",158582,"Pawel Wojciechowski",1,65,119,2
"8474",206695,"Pawel Wszolek",62,72,56,2
"8475",522276,"Pawel Zielinski",47,65,58,1
"8476",363906,"Pecks",36,67,63,1
"8477",489710,"Pedrao",17,70,55,1
"8478",114724,"Pedrinho",93,71,127,2
"8479",11746,"Pedro Alves",2,66,329,1
"8480",291635,"Pedro Bigas",45,73,62,1
"8481",150769,"Pedro Botelho",17,73,132,2
"8482",680031,"Pedro Chirivella",1,57,61,1
"8483",186677,"Pedro Coronas",10,66,50,1
"8484",40180,"Pedro Correia",14,65,59,1
"8485",43284,"Pedro Costa",22,62,139,1
"8486",32546,"Pedro da Silva Moutinho,28",16,65,117,2
"8487",40965,"Pedro Emanuel",1,75,123,1
"8488",304856,"Pedro Henrique",41,75,57,2
"8489",6824,"Pedro Kamata",1,72,128,1
"8490",358221,"Pedro Lemos",1,59,44,1
"8491",75192,"Pedro Leon",157,80,158,1
"8492",37597,"Pedro Lopez",143,75,145,1
"8493",163919,"Pedro Mba Obiang",82,74,36,2
"8494",154264,"Pedro Mendes",42,73,49,3
"8495",30585,"Pedro Mendes",64,79,152,2
"8496",566379,"Pedro Monteiro",1,65,49,1
"8497",50473,"Pedro Morales",6,77,47,1
"8498",11849,"Pedro Moreira",32,69,63,1
"8499",185701,"Pedro Moreira",60,66,55,1
"8500",40668,"Pedro Mosquera",82,78,124,1
"8501",35638,"Pedro Munitis",89,82,154,1
"8502",570835,"Pedro Nuno",8,65,57,1
"8503",28468,"Pedro Oldoni",7,71,129,2
"8504",201918,"Pedro Orfila Artime",8,67,122,1
"8505",34551,"Pedro Pele Monteiro",1,66,123,2
"8506",660010,"Pedro Pereira",7,65,48,1
"8507",96854,"Pedro Pereira",6,64,44,1
"8508",29036,"Pedro Queiros",114,68,38,1
"8509",243649,"Pedro Ramirez",3,65,55,1
"8510",31302,"Pedro Ribeiro",20,65,60,1
"8511",75619,"Pedro Rios",65,75,142,1
"8512",150250,"Pedro Rodriguez",160,85,146,2
"8513",11716,"Pedro Roma",1,72,352,1
"8514",281628,"Pedro Santos",48,74,53,1
"8515",181356,"Pedro Seabra",13,64,136,1
"8516",19446,"Pedro Silva",21,72,143,1
"8517",164053,"Pedro Tiba",33,75,57,1
"8518",164354,"Pedro Trigueira",33,71,357,1
"8519",27419,"Peer Kluge",38,77,147,1
"8520",450708,"Peet Bijen",10,65,49,1
"8521",39991,"Peguy Luyindula",38,81,135,1
"8522",214397,"Pele van Anholt",106,71,51,1
"8523",163605,"Pele",62,76,97,1
"8524",97490,"Pele",10,75,149,1
"8525",243827,"Pelle Jensen",1,62,61,1
"8526",574630,"Pelle van Amersfoort",1,62,59,1
"8527",172901,"Peniel Kokou Mlapa",15,73,104,1
"8528",30660,"Pepe Reina",249,85,428,3
"8529",25921,"Pepe",190,85,145,1
"8530",429224,"Pepe",1,63,59,1
"8531",40108,"Per Ciljan Skjelbred",72,78,162,1
"8532",24013,"Per Kroeldrup",64,80,149,2
"8533",35606,"Per Mertesacker",238,87,133,2
"8534",40093,"Per Nilsson",84,74,131,1
"8535",5247,"Perez Richi",6,67,118,1
"8536",39487,"Perparim Hetemaj",155,76,143,1
"8537",254975,"Perry Kitchen",3,70,64,1
"8538",265944,"Petar Brlek",1,59,59,1
"8539",193202,"Petar Sliskovic",11,68,103,2
"8540",30830,"Peter Crouch",190,79,135,1
"8541",9213,"Peter Czvitkovics",6,70,57,1
"8542",37866,"Peter Delorge",65,65,130,1
"8543",23918,"Peter Enckelman",27,73,375,1
"8544",39977,"Peter Franquart",69,65,136,2
"8545",72458,"Peter Grajciar",6,63,134,1
"8546",3512,"Peter Halmosi",4,75,143,1
"8547",33272,"Peter Jehle",64,67,321,1
"8548",26677,"Peter Jungschlaeger",31,64,47,1
"8549",33098,"Peter Kovacs",13,70,112,1
"8550",36412,"Peter Loevenkrands",23,77,144,1
"8551",33637,"Peter Luccin",14,80,130,2
"8552",32960,"Peter MacDonald",17,61,114,1
"8553",33676,"Peter Mollez",4,61,307,1
"8554",26545,"Peter Niemeyer",80,73,133,1
"8555",25550,"Peter Odemwingie",94,83,132,1
"8556",118896,"Peter Pawlett",95,70,113,1
"8557",12330,"Peter Pekarik",110,76,134,1
"8558",26665,"Peter Reekers",2,64,138,1
"8559",338979,"Peter Sladek",3,62,69,1
"8560",27508,"Peter van der Heyden",51,72,129,2
"8561",46130,"Peter van der Vlag",1,61,312,1
"8562",243473,"Peter van Ooijen",13,68,53,1
"8563",23806,"Peter Whittingham",17,74,150,1
"8564",26532,"Peter Wisgerhof",106,74,134,1
"8565",22418,"Peterson Pecanha",28,74,365,1
"8566",30789,"Petit",86,79,146,1
"8567",30859,"Petr Cech",251,89,445,1
"8568",10967,"Petr Jiracek",17,76,130,1
"8569",27315,"Petri Pasanen",53,81,126,1
"8570",535600,"Petros",20,76,62,1
"8571",281974,"Petrus Boumal Mayega",5,57,51,1
"8572",40341,"Petter Andersson",23,73,129,1
"8573",30826,"Petter Hansson",95,77,144,1
"8574",36786,"Phil Bardsley",174,75,136,1
"8575",23268,"Phil Jagielka",224,82,269,1
"8576",186137,"Phil Jones",113,80,129,1
"8577",22982,"Philip Chidi Onyemah",14,64,123,1
"8578",39081,"Philip Haglund",3,69,133,1
"8579",276700,"Philip Heise",1,70,67,1
"8580",30371,"Philip Neville",131,78,154,1
"8581",570359,"Philipe Sampaio",32,65,65,1
"8582",134217,"Philipp Bargfrede",105,74,146,1
"8583",39898,"Philipp Boenig",23,68,129,1
"8584",30835,"Philipp Degen",66,75,129,3
"8585",33488,"Philipp Haastrup",18,65,50,1
"8586",38668,"Philipp Heerwagen",33,71,348,1
"8587",177941,"Philipp Hosiner",7,73,69,2
"8588",30894,"Philipp Lahm",150,87,155,1
"8589",488298,"Philipp Max",23,70,57,1
"8590",42237,"Philipp Muntwiler",120,62,141,1
"8591",664585,"Philipp Ochs",3,63,49,1
"8592",200962,"Philipp Wollscheid",139,78,116,2
"8593",135247,"Philipp Zulechner",1,66,51,2
"8594",37988,"Philippe Clement",55,76,141,1
"8595",184536,"Philippe Coutinho",87,84,48,3
"8596",26015,"Philippe Delaye",1,69,136,1
"8597",121080,"Philippe Koch",184,66,126,1
"8598",25792,"Philippe Montandon",50,61,48,1
"8599",30890,"Philippe Senderos",80,81,117,4
"8600",393232,"Phillip Roberts",6,65,59,1
"8601",30453,"Phillippe Mexes",148,85,161,1
"8602",553849,"Pierluigi Gollini",28,70,345,1
"8603",171472,"Pierre Bengtsson",24,73,121,1
"8604",466443,"Pierre Bourdin",21,64,38,1
"8605",25575,"Pierre Boya",19,66,53,1
"8606",27120,"Pierre de Wit",21,69,127,1
"8607",26121,"Pierre Ducasse",30,70,144,1
"8608",215823,"Pierre Sagna",19,68,38,1
"8609",25574,"Pierre Webo",42,78,131,1
"8610",23628,"Pierre Wome",29,78,46,1
"8611",35407,"Pierre-Alain Frau",69,77,131,1
"8612",150565,"Pierre-Emerick Aubameyang",179,84,115,2
"8613",266523,"Pierre-Emil Hoejbjerg",17,74,50,1
"8614",193530,"Pierre-Michel Lasogga",80,78,111,1
"8615",280134,"Pierre-Yves Ngawa",40,66,49,1
"8616",307017,"Pierre-Yves Polomat",4,69,60,1
"8617",310836,"Pierrick Capelle",10,69,62,1
"8618",185618,"Pierrick Cros",51,70,344,2
"8619",179893,"Pierrick Valdivia",15,69,122,1
"8620",37216,"Piet Velthuizen",156,77,384,2
"8621",465746,"Pieter Gerkens",17,68,54,1
"8622",166660,"Pieter Nys",1,58,55,1
"8623",36849,"Pieterjan Monteyne",159,66,135,1
"8624",33414,"Pietro Accardi",34,80,148,1
"8625",39522,"Pietro Marino",1,64,313,1
"8626",281762,"Pietro Terracciano",1,67,320,1
"8627",301805,"Pintassilgo",60,71,68,1
"8628",43321,"Piotr Brozek",90,65,121,1
"8629",13437,"Piotr Celeban",155,72,106,1
"8630",69637,"Piotr Grzelczak",87,69,66,1
"8631",178435,"Piotr Malarczyk",104,65,60,1
"8632",92718,"Piotr Malinowski",27,60,39,1
"8633",263712,"Piotr Mrozinski",10,60,48,1
"8634",69280,"Piotr Petasz",7,59,50,1
"8635",491437,"Piotr Piwowar",1,50,40,1
"8636",13533,"Piotr Polczak",86,67,115,1
"8637",69619,"Piotr Stawarczyk",129,65,111,1
"8638",155611,"Piotr Tomasik",22,64,132,1
"8639",39106,"Piotr Trochowski",96,82,158,2
"8640",69061,"Piotr Wisniewski",83,65,123,1
"8641",289119,"Piotr Witasik",1,58,53,1
"8642",463950,"Piotr Zemlo",1,55,53,1
"8643",362212,"Piotr Zielinski",32,74,50,1
"8644",361752,"Piqueti",1,64,60,1
"8645",164350,"Pires",10,65,55,1
"8646",34267,"Pirmin Schwegler",141,77,139,1
"8647",150328,"Piscu",11,69,101,2
"8648",43372,"Piti",97,77,146,1
"8649",186748,"Pizzi",98,79,122,2
"8650",255538,"Plamen Krachunov",1,55,38,1
"8651",40607,"Polga",67,79,149,1
"8652",174031,"Pontus Jansson",13,75,105,1
"8653",31627,"Pontus Wernbloom",45,79,131,1
"8654",131980,"Povilas Leimonas",6,59,61,1
"8655",585352,"Pozo",1,69,38,1
"8656",164190,"Predrag Stevanovic",1,67,53,1
"8657",93850,"Prejuce Nakoulma",69,75,64,1
"8658",562035,"Presnel Kimpembe",3,62,53,1
"8659",92790,"Prince Buaben",122,70,133,1
"8660",266546,"Prince Desir Gouano",45,70,60,2
"8661",94321,"Prince Oniangue",83,74,111,1
"8662",30358,"Prince Tagoe",1,72,139,1
"8663",169520,"Princewell Okachi",44,64,50,1
"8664",402419,"Przemyslaw Frankowski",53,66,53,1
"8665",40159,"Przemyslaw Kazmierczak",78,74,141,2
"8666",545065,"Przemyslaw Mystkowski",1,60,58,1
"8667",69111,"Przemyslaw Pitry",16,61,92,1
"8668",38604,"Przemyslaw Trytko",55,61,116,1
"8669",68813,"Przemyslaw Tyton",129,78,383,3
"8670",26608,"Purrel Fraenkel",46,67,62,1
"8671",562849,"Queensy Menig",25,68,55,1
"8672",562721,"Quentin Cornette",1,64,55,1
"8673",46891,"Quentin Othon",27,68,140,1
"8674",277826,"Quentin Pottiez",3,63,47,1
"8675",26410,"Quentin Westberg",1,66,338,1
"8676",30967,"Quim",83,81,400,1
"8677",23779,"Quincy Owusu-Abeyie",17,75,112,3
"8678",193174,"Quincy Promes",26,80,49,1
"8679",359194,"Quini",32,56,127,1
"8680",35580,"Quinton Fortune",3,78,139,1
"8681",38464,"Quique Alvarez",1,78,143,1
"8682",314820,"Quique Rivero",1,62,51,1
"8683",23080,"Rab Douglas",15,62,310,1
"8684",97496,"Rabiola",43,70,95,2
"8685",26360,"Rabiu Afolabi",28,76,136,1
"8686",278338,"Rachid Alioui",4,67,54,1
"8687",26646,"Rachid Bouaouzan",1,68,55,1
"8688",149258,"Rachid Bourabia",65,67,39,1
"8689",21834,"Rachid Farssi",69,66,136,1
"8690",210120,"Rachid Ghezzal",16,74,55,1
"8691",22543,"Radamel Falcao",109,90,144,4
"8692",438456,"Rade Krunic",5,67,59,1
"8693",24634,"Radek Cerny",5,72,350,1
"8694",94419,"Radek Dejmek",60,65,119,2
"8695",69825,"Radek Petr",14,64,324,1
"8696",27451,"Radim Kucera",14,72,148,1
"8697",41433,"Radja Nainggolan",200,83,129,1
"8698",155355,"Radosav Petrovic",6,73,51,1
"8699",34590,"Radoslav Kovac",41,73,135,2
"8700",43208,"Radoslav Zabavnik",42,74,114,1
"8701",13471,"Radoslaw Cierzniak",149,66,331,2
"8702",69382,"Radoslaw Janukiewicz",91,67,328,1
"8703",412981,"Radoslaw Murawski",60,67,54,1
"8704",117556,"Radoslaw Pruchnik",11,61,45,1
"8705",30976,"Radoslaw Sobolewski",126,72,147,1
"8706",488710,"Rafa Galvez",1,63,53,1
"8707",184623,"Rafa Garcia",1,66,133,1
"8708",75214,"Rafa Jorda",7,68,129,1
"8709",75397,"Rafa Lopez",121,77,149,2
"8710",477023,"Rafa Silva",67,78,51,1
"8711",721133,"Rafa Soares",15,70,60,1
"8712",186673,"Rafa Sousa",18,66,47,1
"8713",242901,"Rafael Amorim",19,65,62,1
"8714",38036,"Rafael Barber",17,71,141,1
"8715",96914,"Rafael Bastos",1,68,62,1
"8716",364217,"Rafael Batatinha",1,69,53,1
"8717",45306,"Rafael Bracalli",135,77,383,1
"8718",245412,"Rafael Crivellaro",20,68,20,2
"8719",500575,"Rafael Defendi",37,69,344,1
"8720",20329,"Rafael Dias",10,65,62,1
"8721",181425,"Rafael Galhardo",1,73,129,1
"8722",214450,"Rafael Lopes",57,68,57,1
"8723",19285,"Rafael Marques",25,73,126,1
"8724",30740,"Rafael Marquez",47,86,154,2
"8725",213317,"Rafael Martinho",16,74,47,1
"8726",211118,"Rafael Martins",54,77,60,2
"8727",19232,"Rafael Miranda",91,74,126,1
"8728",116243,"Rafael Romo",1,68,331,1
"8729",20342,"Rafael Santos",1,70,47,1
"8730",74743,"Rafael Sastre",48,69,144,1
"8731",26157,"Rafael Schmitz",40,81,141,1
"8732",127374,"Rafael Toloi",12,74,107,1
"8733",30840,"Rafael van der Vaart",161,87,170,3
"8734",361314,"Rafael Veloso",1,61,305,1
"8735",105828,"Rafael",69,75,363,1
"8736",172157,"Rafael",15,77,387,1
"8737",38994,"Rafael",111,80,62,2
"8738",522846,"Rafael",1,61,45,1
"8739",68766,"Rafal Boguski",86,69,138,1
"8740",136539,"Rafal Gikiewicz",41,71,361,1
"8741",68732,"Rafal Grodzicki",162,66,133,1
"8742",93839,"Rafal Grzelak",13,61,59,1
"8743",79241,"Rafal Grzyb",154,67,135,1
"8744",237620,"Rafal Janicki",100,66,61,1
"8745",69009,"Rafal Kosznik",77,66,68,1
"8746",656698,"Rafal Makowski",1,55,63,1
"8747",69101,"Rafal Murawski",140,73,143,1
"8748",127959,"Rafal Pietrzak",4,61,55,1
"8749",206793,"Rafal Wolski",14,71,57,3
"8750",25819,"Raffael",188,81,150,1
"8751",80126,"Raffaele Bianco",16,69,54,1
"8752",135335,"Raffaele De Vita",16,64,54,1
"8753",193439,"Raffaele Maiello",5,67,130,1
"8754",41413,"Raffaele Palladino",71,78,137,1
"8755",189283,"Raffaele Pucino",1,67,56,1
"8756",5223,"Raffaele Rubino",6,63,52,1
"8757",21982,"Raffaele Schiavi",8,69,141,1
"8758",308843,"Rafidine Abdullah",18,68,52,1
"8759",118601,"Rafik Halliche",29,71,139,1
"8760",35409,"Rafik Saifi",13,72,73,1
"8761",242469,"Rafinha",40,79,52,1
"8762",27303,"Rafinha",169,81,142,2
"8763",49451,"Rafinha",50,69,51,1
"8764",38406,"Rafita",12,68,147,1
"8765",26660,"Ragnar Klavan",170,77,151,2
"8766",246575,"Raheem Sterling",88,82,63,1
"8767",489959,"Rai Vloet",3,65,60,1
"8768",143945,"Rajiv van La Parra",38,68,69,2
"8769",174690,"Rajko Brezancic",7,69,52,1
"8770",49586,"Ralf Faehrmann",55,83,394,1
"8771",36039,"Ralph Gunesch",19,68,133,1
"8772",399549,"Raman Chibsah",26,68,38,1
"8773",42909,"Ramazan Oezcan",35,73,363,1
"8774",186621,"Rami Gershon",47,73,130,2
"8775",79574,"Ramires",108,81,148,2
"8776",213878,"Ramiro Funes Mori",24,75,48,1
"8777",163830,"Ramon Arcas",1,63,55,1
"8778",362855,"Ramon Azeez",24,71,50,1
"8779",68516,"Ramon Cardozo",18,73,51,1
"8780",115862,"Ramon Cecchini",3,57,57,1
"8781",37195,"Ramon Leeuwin",107,73,40,1
"8782",31296,"Ramon Zomer",176,70,151,1
"8783",559065,"Ramy Bensebaini",21,69,54,2
"8784",38233,"Randall Azofeifa",30,69,145,1
"8785",213722,"Rangelo Janga",12,64,54,1
"8786",304348,"Rani Khedira",2,68,53,1
"8787",231811,"Raoul Loe",35,71,49,1
"8788",183542,"Raphael Augusto",1,64,38,1
"8789",352994,"Raphael Guerreiro",85,76,45,1
"8790",500934,"Raphael Guzzo",7,69,62,1
"8791",215170,"Raphael Holzhauser",17,69,56,1
"8792",181275,"Raphael Koch",28,59,133,1
"8793",212863,"Raphael Lecomte",15,65,53,1
"8794",25860,"Raphael Nuzzolo",164,71,124,1
"8795",27433,"Raphael Schaefer",153,81,387,1
"8796",230982,"Raphael Varane",92,83,50,2
"8797",94139,"Raphael Wolf",24,72,355,1
"8798",32920,"Rasmus Bengtsson",82,73,123,2
"8799",27995,"Rasmus Elm",67,79,155,1
"8800",119760,"Rasmus Joensson",1,70,116,1
"8801",26459,"Rasmus Lindgren",65,74,144,1
"8802",477471,"Raul Albentosa",44,74,61,1
"8803",34029,"Raul Albiol",196,83,137,2
"8804",33898,"Raul Bravo",13,75,154,2
"8805",74751,"Raul Camara",8,68,143,1
"8806",183701,"Raul Dominguez",1,57,278,1
"8807",50651,"Raul Fernandez",1,73,363,1
"8808",96618,"Raul Fernandez",5,68,340,1
"8809",33871,"Raul Garcia",159,81,150,1
"8810",581726,"Raul Gudino",11,69,341,1
"8811",292313,"Raul Jimenez",9,76,55,2
"8812",477498,"Raul Lizoain",7,68,336,1
"8813",66940,"Raul Marcelo Bobadilla",71,78,124,2
"8814",25923,"Raul Meireles",90,82,173,2
"8815",173965,"Raul Navas",26,74,57,1
"8816",230993,"Raul Rodriguez",57,73,48,1
"8817",103386,"Raul Rusescu",6,72,44,1
"8818",32764,"Raul Tamudo",64,84,140,1
"8819",30655,"Raul",70,84,158,2
"8820",498603,"Raul",25,66,130,1
"8821",231804,"Ravel Morrison",6,76,62,1
"8822",41163,"Rayco Garcia",1,68,51,1
"8823",40010,"Razak Boukari",32,72,123,1
"8824",40220,"Razvan Rat",14,76,154,2
"8825",570760,"Reece Burke",4,60,47,1
"8826",609734,"Reece Grego-Cox",1,60,61,1
"8827",575789,"Reece Oxford",1,65,51,1
"8828",750435,"Rees Greenwood",1,60,48,1
"8829",119117,"Reginald Goreux",56,72,126,1
"8830",33817,"Reginaldo",13,71,136,1
"8831",508421,"Reginaldo",1,67,45,1
"8832",150318,"Reguila",8,59,116,1
"8833",200515,"Reinhold Yabo",1,72,71,1
"8834",46877,"Remi Mareval",88,71,135,2
"8835",210115,"Remi Mulumba",3,65,61,1
"8836",427855,"Remi Walter",3,68,57,1
"8837",26547,"Remko Pasveer",68,71,359,1
"8838",656683,"Remo Arnold",1,57,60,1
"8839",201704,"Remo Freuler",51,67,56,2
"8840",73463,"Remo Staubli",7,56,83,1
"8841",26655,"Remon de Vries",3,66,151,1
"8842",184522,"Remy Amieux",91,67,65,1
"8843",199834,"Remy Cabella",125,79,121,2
"8844",5202,"Remy Gomis",108,73,139,1
"8845",40714,"Remy Riou",120,79,400,1
"8846",26167,"Remy Vercoutre",60,76,389,1
"8847",79775,"Renan Bressan",26,74,56,1
"8848",19512,"Renan Silva",9,69,148,1
"8849",121960,"Renan",31,69,133,2
"8850",19435,"Renan",54,78,389,1
"8851",202215,"Renan",1,70,345,1
"8852",127825,"Renatinho",3,70,103,1
"8853",34681,"Renato Augusto",67,83,164,1
"8854",40020,"Renato Civelli",160,76,128,1
"8855",207243,"Renato Ibarra",87,74,50,1
"8856",173449,"Renato Neto",85,74,66,2
"8857",589344,"Renato Sanches",20,76,50,1
"8858",209507,"Renato Santos",13,67,55,1
"8859",384376,"Renato Steffen",40,72,55,1
"8860",489288,"Renato Tapia",15,71,60,1
"8861",30443,"Renato",65,79,168,1
"8862",496549,"Renato",1,56,58,1
"8863",26051,"Renaud Cohade",145,75,148,1
"8864",466203,"Renaud Emond",24,69,58,1
"8865",27424,"Rene Adler",191,86,418,1
"8866",170667,"Rene Krhin",59,75,138,2
"8867",35891,"Rene Mihelic",12,69,144,1
"8868",208986,"Rene Sterckx",15,64,38,1
"8869",52160,"Renny Vega",1,67,347,1
"8870",41162,"Rens van Eijden",145,70,136,1
"8871",42098,"Reto Bolli",1,53,263,1
"8872",25771,"Reto Zanni",20,66,131,1
"8873",32597,"Reto Ziegler",134,78,150,2
"8874",321970,"Reuben Gabriel",31,66,61,3
"8875",265412,"Revson",6,65,34,1
"8876",11329,"Reynald Lemaitre",126,70,140,1
"8877",178249,"Reynaldo",24,68,141,1
"8878",68226,"Reza Ghoochannejhad",19,66,54,1
"8879",276290,"Rhys McCabe",4,66,39,1
"8880",57082,"Ribair Rodriguez",3,75,41,1
"8881",568908,"Ricardinho",2,61,40,1
"8882",49550,"Ricardo A. Clark",6,71,143,1
"8883",50189,"Ricardo Alvarez",54,78,51,2
"8884",301812,"Ricardo Andrade",11,66,327,1
"8885",35453,"Ricardo Batista",28,71,352,1
"8886",30863,"Ricardo Cabanas",19,77,146,1
"8887",163985,"Ricardo Campos",1,63,328,1
"8888",30911,"Ricardo Carvalho",170,86,134,3
"8889",43295,"Ricardo Chaves",33,68,143,1
"8890",30914,"Ricardo Costa",128,78,113,3
"8891",42357,"Ricardo Da Costa Pateiro",40,69,128,1
"8892",45249,"Ricardo Dani",68,69,60,1
"8893",163827,"Ricardo Dias",33,69,52,1
"8894",300918,"Ricardo Esgaio",23,71,53,1
"8895",39514,"Ricardo Esteves",17,67,80,1
"8896",34183,"Ricardo Faty",59,71,130,3
"8897",28905,"Ricardo Fernandes",7,66,47,1
"8898",242874,"Ricardo Ferreira",18,73,57,1
"8899",96957,"Ricardo Ferreira",9,66,323,1
"8900",38755,"Ricardo Fuller",59,75,126,1
"8901",23937,"Ricardo Gardner",30,75,148,1
"8902",473873,"Ricardo Gomes",8,70,42,1
"8903",432591,"Ricardo Horta",36,74,47,2
"8904",202447,"Ricardo Ippel",12,62,52,1
"8905",518373,"Ricardo Kishna",30,75,51,2
"8906",75371,"Ricardo Leon",29,75,154,1
"8907",186671,"Ricardo Nascimento",61,70,60,1
"8908",186463,"Ricardo Nunes",21,65,56,1
"8909",38751,"Ricardo Oliveira",15,83,98,1
"8910",34113,"Ricardo Osorio",20,79,141,1
"8911",22427,"Ricardo Pedrinha,27",19,70,143,1
"8912",306128,"Ricardo Pereira",47,74,65,2
"8913",11901,"Ricardo Pessoa",52,65,59,1
"8914",38239,"Ricardo Quaresma",39,86,151,3
"8915",25995,"Ricardo Rocha",10,73,108,2
"8916",115591,"Ricardo Rodriguez",143,83,130,2
"8917",25905,"Ricardo Silva",68,70,107,1
"8918",361736,"Ricardo Valente",17,75,59,1
"8919",299514,"Ricardo van Rhijn",98,75,54,1
"8920",23936,"Ricardo Vaz Te",14,74,114,2
"8921",24590,"Ricardo",159,74,126,1
"8922",24591,"Ricardo",43,83,419,1
"8923",301804,"Ricardo",13,67,336,1
"8924",30855,"Ricardo",35,80,406,2
"8925",96836,"Ricardo",50,76,369,1
"8926",42511,"Riccardo Allegretti",14,71,143,1
"8927",607130,"Riccardo Calder",1,52,61,1
"8928",104744,"Riccardo Cazzola",11,72,41,1
"8929",41488,"Riccardo Colombo",5,65,139,1
"8930",364532,"Riccardo Fiamozzi",2,65,63,1
"8931",414854,"Riccardo Gagliolo",16,71,50,1
"8932",288591,"Riccardo Improta",1,69,52,1
"8933",42437,"Riccardo Meggiorini",113,75,144,1
"8934",24507,"Riccardo Montolivo",192,85,152,1
"8935",171153,"Riccardo Perpetuini",1,68,131,1
"8936",212645,"Riccardo Saponara",52,78,49,1
"8937",412708,"Richairo Zivkovic",18,69,43,1
"8938",280971,"Richard Almeida",15,59,20,1
"8939",34254,"Richard Brittain",84,68,44,1
"8940",23072,"Richard Cresswell",9,70,125,1
"8941",24211,"Richard Dunne",150,80,138,1
"8942",32430,"Richard Foster",125,67,139,1
"8943",23438,"Richard Garcia",21,68,132,1
"8944",142272,"Richard Guzmics",39,68,44,1
"8945",32673,"Richard Hastings",33,65,135,1
"8946",24373,"Richard Hughes",22,69,107,1
"8947",72810,"Richard Kingson",22,73,357,1
"8948",42360,"Richard Knopper",12,68,139,1
"8949",197544,"Richard Magyar",4,64,64,1
"8950",35539,"Richard Offiong",18,66,115,1
"8951",424130,"Richard Ofori",17,68,50,2
"8952",38728,"Richard Socrier",11,71,111,1
"8953",46549,"Richard Soumah",12,69,132,1
"8954",23091,"Richard Stearman",38,74,120,1
"8955",179176,"Richard Stolte",1,61,56,1
"8956",240338,"Richard Strebinger",1,64,317,1
"8957",147732,"Richard Sukuta-Pasu",21,69,117,2
"8958",213183,"Richard Towell",23,66,45,1
"8959",12340,"Richard Zajac,28",73,67,342,1
"8960",32827,"Richie Foran",98,69,85,1
"8961",34426,"Richie Ryan",7,64,119,1
"8962",198583,"Richmond Boakye",21,71,54,3
"8963",553477,"Rick Dekker",16,66,50,1
"8964",25612,"Rick Hoogendorp",2,65,121,1
"8965",560852,"Rick Karsdorp",21,73,65,1
"8966",163161,"Rick ten Voorde",53,67,99,1
"8967",110132,"Rick Verbeek",1,63,132,1
"8968",39225,"Rickie Lambert",77,76,132,1
"8969",26499,"Ricky Kruys",59,69,135,1
"8970",26648,"Ricky van den Bergh",16,69,150,1
"8971",201745,"Ricky van Haaren",54,66,52,1
"8972",116750,"Ricky van Wolfswinkel",116,77,106,5
"8973",462004,"Rico Strieder",27,67,55,2
"8974",115440,"Ridge Mickael Mobulu",1,52,52,1
"8975",113237,"Ridge Munsy",19,65,64,1
"8976",414232,"Ridgeciano Haps",32,70,55,1
"8977",467479,"Riechedly Bazoer",38,77,53,1
"8978",37208,"Rihairo Meulens",6,63,116,1
"8979",110136,"Rik Sebens",1,58,62,1
"8980",66753,"Riku Riski",4,70,58,2
"8981",95225,"Rinaldo Cruzado",6,72,47,1
"8982",39303,"Rincon",15,75,114,1
"8983",30620,"Rio Ferdinand",132,88,160,1
"8984",32575,"Rio Mavuba",242,82,159,1
"8985",67850,"Ritchie De Laet",33,73,124,1
"8986",19488,"Rivaldo",3,70,54,1
"8987",278343,"Riyad Mahrez",53,81,54,1
"8988",149856,"Roald van Hout",3,60,43,1
"8989",148326,"Rob Claeys",1,52,124,1
"8990",31936,"Rob Friend",34,74,103,1
"8991",35481,"Rob Hulse",1,77,117,1
"8992",26626,"Rob Penders",59,75,143,1
"8993",215415,"Rob Schoofs",10,69,49,1
"8994",26576,"Rob van Dijk",59,72,362,1
"8995",40153,"Rob Wielaert",85,75,140,1
"8996",37789,"Robbert Schilder",179,73,139,1
"8997",143923,"Robbert Te Loeke",1,62,308,1
"8998",23074,"Robbie Blake",15,76,146,1
"8999",30369,"Robbie Fowler",1,77,120,1
"9000",10880,"Robbie Haemhouts",59,66,61,1
"9001",24635,"Robbie Keane",57,86,125,2
"9002",103686,"Robbie Kruse",21,74,106,1
"9003",448811,"Robbie Muirhead",15,62,63,1
"9004",32563,"Robbie Neilson",23,73,163,1
"9005",118848,"Robbin Ruiter",123,75,379,1
"9006",39474,"Robert Acquafresca",113,78,130,2
"9007",555647,"Robert Bartczak",1,55,55,1
"9008",555385,"Robert Bauer",9,66,58,1
"9009",158297,"Robert Beric",7,74,70,1
"9010",17848,"Robert Braber",95,67,54,1
"9011",231801,"Robert Brady",53,75,47,1
"9012",20720,"Robert Cullen",36,67,48,1
"9013",12283,"Robert Demjan",59,68,101,2
"9014",23979,"Robert Elliot",35,69,346,1
"9015",27341,"Robert Enke,30",30,85,424,1
